merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size
MCH6109,Sampath Ltd,4814,Telecom,INDIVIDUAL,LDH,Punjab,15/01/2026 11:34 PM,6737069990,A,₹399.08
MCH 9193,Shroff Inc,5411,Grocery Stores,Sole Proprietor,Jalandhar,Punjab,10-Feb-2023,NA,Active,-804.73
MCH7548,Kalla LLC,NA,Grocery,INDIVIDUAL,Bangalore,Karnataka,26/05/2024,JVRD8475866858020,Enabled,"INR 3,106.71"
mch7196,Kurian-Trivedi,MCC-4814,Telecom,partnership,Jaipur,Rajasthan,09-Jun-2023,,ACTIVE,"1,000.33"
5182,"kadakia, raman and badal",4131,Transport,SOLE-PROPRIETOR,ASR,Punjab,2023/07/15,5073008487,INACTIVE,Rs. 932
MCH4839,Sura-Mall,misc,Transportation,PRIVATE_LIMITED,Ludhiana,Punjab,08-Dec-2025,NA,Active,₹682.13
MCH4369,"Gupta,ManeandBhasin",5812,FOOD_SERVICES,Individual,HYDERABAD,Telangana,03/03/2025,,A,950.76
MCH3333,Dada PLC,5999,Miscellaneous,PRIVATE_LIMITED,Mumbai,Maharashtra,18/03/2024,NA,Active,Rs. 668
MCH9278,Pant PLC,5942,Stationery,Partnership,Bangalore,Karnataka,25/06/2024 11:31 PM,MCZF8391507084286,Live,Rs. 822
MCH6315,PRABHAKAR-SOMAN,5942,Books,partnership,Mumbai,Maharashtra,,XXXX3336,Hold,341.33
MCH7305,Iyer-Nagi,5699,Apparel,INDIVIDUAL,Mumbai,Maharashtra,08-23-2023,NA,A,1967.89
MCH6024,THAKKAR-KUNDA,5411,groceries,SOLE-PROPRIETOR,chennai,Tamil Nadu,2025/05/14,NA,Live,-1751.16
MCH7912,Sarma-Arya,5699,garments,private_limited,Lucknow,Uttar Pradesh,01/01/2025,ZNNS3870382152945,Active,1318.64
MCH6660,N0ri Gr0up,4814,Telecom,SOLE_PROPRIETOR,chennai,Tamil Nadu,26-May-2023,XXXX4499,Live,"Rs. 3,030"
MCH8809,"Doshi, Ghose and Amble",5411,groceries,individual,mumbai,Maharashtra,,NA,Active,3965.67
MCH7600,Panchal Ltd,05912,chemist,INDIVIDUAL,Lucknow,Uttar Pradesh,13/10/2023,,Live,"INR 1,148.20"
5498,"Gera, Narayan and Sankaran",5311,Department Store,Partnership,Calcutta,West Bengal,10/11/2025,8296349363,ACTIVE,849.49
mch5923,"  Banik, Yogi and Seth  ",4814,Mobile Recharge,INDIVIDUAL,Delhi,Delhi,,CKTY3945451387681,Disabled,₹378.20
MCH6450,"Goel, Madan and Gola",5942.0,books,individual,chennai,Tamil Nadu,10-15-2025,,Suspended,Rs. 855
MCH6822,"Sankar, Deol and Goswami",4814,Telecom,SOLE-PROPRIETOR,jaipur,Rajasthan,31-Mar-2025,XXXX2270,Closed,-1194.99
5995,Bassi Ltd,5812,eating place,private_limited,LKO,Uttar Pradesh,01-Feb-2024,XXXX5294,Live,"INR 2,631.68"
MCH5879,"Sridhar, Sani and Ma11",04814,Mobile Recharge,INDIVIDUAL,Hyd,Telangana,1767128251,XXXX4907,Active,-3624.48
MCH4682,Chaudry LLC,4131,Transportation,INDIVIDUAL,Hyd,Telangana,2024-01-28 10:50:34,,A,-1772.5
MCH1261,"Cheema, Savant and Bakshi",5311,Retail,sole_proprietor,Ludhiana,Punjab,03-Jun-2024,EXGQ1328686965867,Closed,
MCH2964,Bala-Sarkar,4814,phone service,INDIVIDUAL,Jalandar,Punjab,20-Jun-2025,4343067882,Active,1298.45
MCH5362,"kunda, tiwari and nagi",5912,medical,PRIVATE_LIMITED,JPR,Rajasthan,1723236278,,Inactive,1922.99
MCH5285,"Yadav, Dhawan and Bahri",05311,Retail,individual,bengaluru,Karnataka,08-03-2025,XXXX3759,Enabled,Rs. 220
3998,"krish, tak and peri",4814,TELECOM,PARTNERSHIP,ludhiana,Punjab,08-16-2023,,Live,"INR 1,019.25"
MCH4926,Shankar Ltd,5812,Restaurant,individual,Hyderabad,Telangana,1735355673,6804229881,Enabled,
MCH9424,Sur-Bajaj,5311,Department Store,SOLE-PROPRIETOR,BLR,Karnataka,18-Apr-2025,XXXX3219,A,"₹1,902.79"
MCH 7504,Balay PLC,7011,Hospitality,individual,chennai,Tamil Nadu,1761302084,1818420938,A,"₹1,030.01"
MCH 9769,"Kota, Dara and Sarin",,TRAVEL,PARTNERSHIP,Ludhiana,Punjab,05-22-2025,XXXX8418,A,2120.25
MCH2504,Mittal Ltd,5999,Retail Other,individual,Pune,Maharashtra,2024/12/29,XXXX5857,INACTIVE,1689.96
MCH8484,"Grover, Swamy and Johal",5912,MEDICAL_STORE,PRIVATE_LIMITED,Kolkata,West Bengal,2023-08-17 22:00:16,,Suspended,"1,273.08"
3023,Arora LLC,7011,Hospitality,individual,bengaluru,Karnataka,03/02/2025,NA,Inactive,"INR 1,722.88"
MCH 4106,Dey and Sons,5411,kirana,private_limited,Hyderabad,Telangana,31-Jan-2026,XXXX0072,Enabled,4216.77
MCH6059,Bhargava PLC,7011,Hotels,Private Limited,Jaipur,Rajasthan,16/07/2025,XXXX7802,Hold,INR 333.57
MCH4801,  Bhargava-Basak  ,5311,Retail,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2025-11-18 06:19:46,XXXX3111,Live,2920.36
MCH 3418,Parsa-Parikh,5912,chemist,PARTNERSHIP,Hyderabad,Telangana,07-15-2024,CWGO5653761986608,Enabled,8725.31
MCH6448,  Pal LLC  ,4814,Telecom,PARTNERSHIP,Mumbai,Maharashtra,09-07-2024,XXXX5021,A,1680.84
MCH6450,"Goel, Madan and Gola",5942.0,Books,individual,chennai,Tamil Nadu,10-15-2025,,Enabled,Rs. 855
MCH-6052,nayak-wadhwa,5912,Pharmacy,PRIVATE-LIMITED,Jaipur,Rajasthan,2023/07/12,XXXX8602,Live,600.38
6923,"kumar, hayre and grover",5942,BOOKS_STATIONERY,PARTNERSHIP,LKO,Uttar Pradesh,12-Mar-2024,RIOW5493044350343,Disabled,₹937.24
MCH 1075,Lala PLC,4814,phone service,INDIVIDUAL,pune,Maharashtra,01-Jun-2024,IPNE1576095102770,Suspended,1162.41
MCH7749,"dhaliwal, chaudhari and lad",4131,transprt,PRIVATE-LIMITED,LKO,Uttar Pradesh,1679967950,NA,Active,INR 472.27
MCH-7607,"vyas, ramakrishnan and narayanan",,BOOKS_STATIONERY,SOLE-PROPRIETOR,Amritsar,Punjab,2025-01-02 19:37:48,2925658717,A,7039.03
MCH7832,  More-Cherian  ,5311.0,Retail,Sole Proprietor,Amritsar,Punjab,2024/12/21,,ACTIVE,1748.94
MCH4864,Date Ltd,5411.0,Grocery,private_limited,BLR,Karnataka,06/12/2023 01:02 AM,XXXX6587,Enabled,"INR 4,042.64"
1843,Edwin and Sons,05999,Miscellaneous,Sole Proprietor,Dilli,Delhi,19-Sep-2024,,ACTIVE,
MCH2559,"  Sastry, Dhar and Kibe  ",07011,Hotel,Partnership,pune,Maharashtra,05-08-2023,0777710681,A,"INR 1,827.84"
MCH5927,"Hayer, Palla and Ganesh",5699,garments,private_limited,Lucknow,Uttar Pradesh,16/06/2024,NA,ACTIVE,3764.09
MCH-6105,upadhyay plc,7011,Hotels,Sole Proprietor,Calcutta,West Bengal,1707265586,NA,ACTIVE,527.81
MCH8782,SWAMY-KHURANA,5699,garments,SOLE_PROPRIETOR,ASR,Punjab,2025/04/29,,Enabled,1314.55
MCH7661,Mutti Group,5912,MEDICAL_STORE,SOLE-PROPRIETOR,Ludhiana,Punjab,2023-12-19 19:07:43,,Enabled,"1,349.43"
MCH1772,Grover Group,5311.0,DEPT_STORE,partnership,Calcutta,West Bengal,18/03/2023 01:57 PM,0665098924,Active,1962.32
MCH-5793,Hayre and Sons,4131,Bus/Taxi,INDIVIDUAL,amritsar,Punjab,23/10/2023,XXXX4734,A,2411.65
MCH8019,Chaudhry-Naidu,5942,Book Store,Private Limited,jaipur,Rajasthan,,NA,Live,₹888.78
mch6707,Chandra Group,4814,Mobile Recharge,PRIVATE-LIMITED,LDH,Punjab,2024-02-10 21:32:02,NA,Active,648.63
MCH4743,Ahluwalia-Bansal,NA,chemist,PRIVATE-LIMITED,ludhiana,Punjab,2023/08/23,KIYE1462195754397,Disabled,₹486.29
MCH4277,"Lad, Krish and Lad",4131,Transport,Private Limited,Hyderabad,Telangana,2024/06/04,NA,A,472.96
MCH6765,Handa PLC,5912,Pharmacy,Individual,kolkata,West Bengal,30/10/2023,,A,-2771.02
MCH4867,"Nath, Taneja and Dey",05812,eating place,partnership,Bangalore,Karnataka,05/08/2024,7096325090,A,₹726.56
MCH6819,"ARYA, BASSI AND KAUR",,Retail Other,Partnership,amritsar,Punjab,11-19-2025,,Enabled,"2,433.05"
MCH4282,PINGLE LTD,5311,Retail,SOLE_PROPRIETOR,ASR,Punjab,1685088898,NA,Active,Rs. 816
5737,"Chaudhary, Raghavan and Brahmbhatt",5912,Pharmacies,INDIVIDUAL,Amritsar,Punjab,25-Feb-2026,NA,ACTIVE,"1,419.52"
MCH6519,Mane-Madan,05699,Clothing,Partnership,ludhiana,Punjab,12-25-2024,,Enabled,978.4
MCH2902,"Narang, Varghese and Sur",4131,transprt,individual,Amritsar,Punjab,11/04/2023 04:20 PM,,ACTIVE,"Rs. 1,675"
MCH6692,"  Mohan, Ravi and Sinha  ",7011,HOTEL_LODGING,partnership,Jalandhar,Punjab,2023/05/10,UFCM4399349836488,A,641.51
MCH 8374,"KOHLI, CHAKRABORTY AND WALI",5942,Books,SOLE_PROPRIETOR,lucknow,Uttar Pradesh,1739723463,NA,Enabled,₹838.62
MCH2217,"Rai, Bala and Shenoy",5411,Grocery Stores,INDIVIDUAL,Mumbay,Maharashtra,15-Aug-2023,2506258510,ACTIVE,728.77
MCH4739,Karpe-Doshi,5411,Grocery Stores,INDIVIDUAL,Lucknow,Uttar Pradesh,20/10/2023,DQQT0527144866471,Live,-1100.69
MCH 1345,Bhat Inc,5311,Department Stores,private_limited,Hyd,Telangana,01-28-2025,XXXX9759,Live,1702.79
MCH2493,"Tella, Lata and Tripathi",4814.0,TELECOM,INDIVIDUAL,Jaipur,Rajasthan,2023/10/28,ROFA2679305641354,Enabled,-4200.08
mch2471,Das Group,5942,BOOKS_STATIONERY,INDIVIDUAL,Jalandhar,Punjab,30/05/2024,SVRE3169162150744,ACTIVE,"INR 3,177.16"
MCH 8854,Kohli-Aurora,4131,Bus/Taxi,PRIVATE-LIMITED,Madras,Tamil Nadu,04/12/2023,XXXX8113,Active,-429.48
MCH5056,subramaniam plc,05411,GROCERY_STORE,partnership,BLR,Karnataka,,WHRV5412713701234,Blocked,₹473.92
MCH3259,Deep and Sons,05912,Pharmacies,partnership,DELHI,Delhi,,7747336061,A,308.57
MCH 8225,Bedi-Date,misc,Other,PRIVATE-LIMITED,Poona,Maharashtra,28-Feb-2024,6820537783,A,"INR 2,289.30"
MCH2118,Jani-Subramaniam,5942,Stationery,Partnership,Ludhiana,Punjab,30/05/2024,TOPO3167206929855,Enabled,"₹1,546.09"
6738,"Jain, Kothari and Subramanian",4814.0,Telecom,individual,Delhi,Delhi,1765063583,MCPW5267667383117,I,"₹1,846.61"
MCH7699,chakraborty llc,7011,Hospitality,Sole Proprietor,BLR,Karnataka,29/01/2023,NA,A,INR 145.86
MCH8299,Garde PLC,5812,Food,PARTNERSHIP,jaipur,Rajasthan,2023/01/06,,Active,1496.13
MCH8401,  Pandey PLC  ,,Hospitality,partnership,chennai,Tamil Nadu,09-09-2025,0328253862,I,Rs. 625
MCH 4102,Pandya-Kapoor,,Book Store,sole_proprietor,ASR,Punjab,03/06/2025,SZIE5520167745590,A,1618.63
MCH8730,"Bhasin, Mall and Sarraf",5999,Misc Retail,PRIVATE-LIMITED,Jalandhar,Punjab,2025/02/13,XXXX3406,ACTIVE,937.70
MCH3353,bhardwaj and sons,,chemist,PARTNERSHIP,bengaluru,Karnataka,23/02/2023 01:02 PM,NA,S,4012.28
mch8755,  Guha-Dara  ,5999,Miscellaneous,SOLE-PROPRIETOR,Amritsar,Punjab,2023/08/07,,Enabled,3411.15
MCH1375,"sahota, johal and shanker",5411,groceries,individual,Jalandhar,Punjab,02-Mar-2025,PHOZ2706415438619,Suspended,1836.94
MCH2655,"Brahmbhatt, Desai and Sangha",4814,Telecom,Sole Proprietor,amritsar,Punjab,2026/01/04,4532869649,Active,"Rs. 3,102"
MCH5127,Sankar Group,MCC-7011,Hospitality,PARTNERSHIP,New Delhi,Delhi,06/09/2024,3303273399,Active,"₹2,034.47"
MCH2676,Desai Ltd,04814,TELECOM,PRIVATE-LIMITED,ludhiana,Punjab,10-05-2025,NA,Active,399.5
mch9304,Char Ltd,4814,Mobile Recharge,INDIVIDUAL,BLR,Karnataka,05/01/2024,NA,Live,₹531.14
9888,"Majumdar, Sama and Narayanan",,Mobile Recharge,SOLE_PROPRIETOR,Kolkata,West Bengal,2025/08/13,XXXX3073,INACTIVE,₹444.72
MCH8051,"saxena, kamdar and kannan",MCC-5942,Book Store,partnership,New Delhi,Delhi,17/10/2024,NA,A,₹598.72
MCH6016,Batta-Roy,5942,Book Store,PRIVATE_LIMITED,jalandhar,Punjab,02/07/2023,NA,Live,3694.66
MCH5231,Varghese-Rattan,,Grocery,partnership,Delhi,Delhi,05/02/2026,,Active,INR 692.04
MCH8453,Manne LLC,5699,garments,PRIVATE-LIMITED,amritsar,Punjab,,,Live,Rs. 397
MCH3674,Wason and Sons,5812,Restaurant,individual,delhi,Delhi,1752959485,6823891084,A,-582.77
mch3662,Dalal-Arora,UNKNOWN,Telecom,SOLE-PROPRIETOR,kolkata,West Bengal,09-01-2024,NA,ACTIVE,"₹4,799.31"
MCH7021,"dewan, banerjee and purohit",7011,Hotels,SOLE_PROPRIETOR,Bangalore,Karnataka,01-Jul-2024,XXXX8572,ACTIVE,969.81
MCH7490,datta ltd,5912,Pharmacy,Sole Proprietor,Calcutta,West Bengal,2023-11-12 16:38:03,NA,Enabled,"INR 1,590.69"
MCH7430,Pingle-Lata,05311,Department Store,INDIVIDUAL,Lucknow,Uttar Pradesh,1725715777,XXXX3604,ACTIVE,2426.91
MCH4477,Edwin Group,5912.0,chemist,PARTNERSHIP,Poona,Maharashtra,19/12/2025,,ACTIVE,1145.96
MCH8724,"Ganesh, Sarin and Gera",5411,GROCERY_STORE,Partnership,New Delhi,Delhi,2024/11/20,8119568584,A,639.73
MCH-1772,"Thakur, Talwar and Chahal",05912,Pharmacies,Partnership,pune,Maharashtra,2025-11-19 01:49:18,XXXX1519,A,645.09
MCH1420,"Nath, Setty and Pai",7011,Hotel,Partnership,Kolkata,West Bengal,08/04/2023,,Inactive,"Rs. 1,986"
MCH3070,"Patel, Sandal and Sinha",4814.0,TELECOM,Individual,Hyderabad,Telangana,09-18-2025,XXXX6846,Live,"₹1,706.27"
MCH3776,"Kapadia, Sathe and Shenoy",5311,DEPT_STORE,Partnership,Delhi,Delhi,,2896927884,Active,"₹1,854.99"
MCH4233,Parmar and Sons,5912,MEDICAL_STORE,Sole Proprietor,BLR,Karnataka,30/07/2024 10:30 PM,4132683121,Closed,"3,068.07"
MCH3523,"Khare, Radhakrishnan and Gala",5812,Food,INDIVIDUAL,JPR,Rajasthan,12-04-2025,,Active,-577.79
MCH5712,Goda-Kashyap,5942.0,Books,private_limited,Amritsar,Punjab,12-Jan-2025,ILKC7960163227117,Active,
MCH 3070,Agate-Chopra,5411,GROCERY_STORE,sole_proprietor,Bombay,Maharashtra,29/04/2025,4174323514,Active,"Rs. 1,355"
MCH6061,nazareth plc,4131,transport,sole_proprietor,Poona,Maharashtra,2025-02-02 12:44:57,,Suspended,1189.87
MCH4233,Padmanabhan and Sons,5999.0,Misc Retail,SOLE-PROPRIETOR,Ludhiana,Punjab,04-Feb-2025,4395615588,Live,1697.48
MCH8197,Virk-Venkataraman,5912,chemist,SOLE-PROPRIETOR,Kolkata,West Bengal,01-03-2024,,A,₹964.03
MCH3085,"SARKAR, MEMON AND MAND",,Bus/Taxi,individual,Poona,Maharashtra,16-Jul-2025,,Enabled,-1826.45
8756,Warrior Inc,5699.0,Fashion,private_limited,Jalandar,Punjab,10-04-2023,9910438985,A,"INR 1,476.03"
MCH-1863,  Sachar-Gokhale  ,5942,Book Store,private_limited,Hyderabad,Telangana,2024-03-24 16:08:37,XXXX8775,Enabled,INR 760.42
MCH9494,"  Wable, Warrior and Parmer  ",,TELECOM,Individual,pune,Maharashtra,05-27-2024,NA,A,INR 455.01
MCH4729,deshpande inc,7011.0,HOTEL_LODGING,SOLE-PROPRIETOR,mumbai,Maharashtra,,XXXX6726,INACTIVE,1506.61
MCH 1836,"  Nazareth, Bahl and Manda  ",5411,GROCERY_STORE,PRIVATE-LIMITED,HYDERABAD,Telangana,11-15-2023,IUQT6934618863943,ACTIVE,
MCH9918,"Jha, Kumer and Srivastava",5699.0,CLOTHS,sole_proprietor,bengaluru,Karnataka,2024-01-16 02:34:09,UOAA2292690080709,Disabled,902.09
7336,Krishnan and Sons,5812.0,eating place,PARTNERSHIP,Jalandhar,Punjab,2024-09-03 00:09:50,2456383296,A,1122.92
MCH9307,"Bajwa, Dhawan and Guha",misc,eating place,SOLE-PROPRIETOR,Jalandar,Punjab,03-07-2024,NA,Active,INR 468.19
MCH-8233,Patel Ltd,5411,groceries,PARTNERSHIP,Jalandar,Punjab,28/12/2024 05:57 PM,,Live,"INR 1,942.94"
MCH6671,Chandran-Dada,5699.0,Clothing,PARTNERSHIP,amritsar,Punjab,12/04/2023,6648722960,ACTIVE,"₹2,579.50"
MCH9620,prakash group,5411,kirana,Partnership,ludhiana,Punjab,1675328097,,Active,"INR 2,975.01"
MCH2769,sehgal plc,4814,TELECOM,PRIVATE-LIMITED,ASR,Punjab,2023/09/19,3613137952,Live,Rs. 131
MCH3618,"Narang, Atwal and Merchant",UNKNOWN,Medical,SOLE_PROPRIETOR,Mumbai,Maharashtra,25-Jul-2023,LZII0053942814377,Active,"₹1,728.22"
MCH9149,Bandi Inc,5999,Other,Partnership,JPR,Rajasthan,2025/03/15,,Enabled,2169.18
MCH2165,  Venkataraman-Seshadri  ,05912,MEDICAL_STORE,Sole Proprietor,Pune,Maharashtra,26/06/2024,NA,A,137.68
MCH1832,Mistry-Chaudhary,05999,Other,INDIVIDUAL,Hyd,Telangana,2024-12-11 00:06:45,NA,Inactive,INR 448.33
MCH1640,Trivedi-Agrawal,5411,kirana,PRIVATE_LIMITED,Jalandhar,Punjab,2025-01-25 11:29:34,WQQD1666405545072,Live,"INR 2,316.65"
MCH7314,Mahajan-B0rde,5999,Retail Other,partnership,lucknow,Uttar Pradesh,1672912430,3772469001,ACTIVE,"Rs. 1,003"
MCH-4688,  Hora PLC  ,,chemist,INDIVIDUAL,ludhiana,Punjab,18-May-2024,XXXX6054,Suspended,"Rs. 1,146"
MCH-8612,KURIAN-GODA,5812,eating place,sole_proprietor,Bombay,Maharashtra,1689660697,XXXX5561,ACTIVE,1133.93
MCH7400,Chaudhari Ltd,,Other,individual,Dilli,Delhi,01/07/2025,NA,SUSPENDED,1040.56
4118,Upadhyay LLC,4131,Transportation,Private Limited,Calcutta,West Bengal,03-16-2024,,Live,
MCH1197,"Gaba, Wadhwa and Sahni",5411,Grocery Stores,Private Limited,mumbai,Maharashtra,01/08/2024,8143796682,Live,₹488.96
MCH1718,Wason-Vaidya,5311,Retail,PRIVATE_LIMITED,Jalandhar,Punjab,04/04/2025 05:19 PM,,ACTIVE,705.66
MCH9800,Dasgupta-Sathe,7011,Hotel,partnership,ludhiana,Punjab,2024-06-13 13:22:14,4290574632,Active,
MCH2198,"Arya, Dalal and Keer",5812.0,Restaurant,PRIVATE-LIMITED,jaipur,Rajasthan,1694189116,,ACTIVE,"2,776.31"
mch3395,"Boase, Dutt and Sami",5912,Pharmacy,PARTNERSHIP,jaipur,Rajasthan,22/07/2024,NA,I,Rs. 619
MCH3547,RAMANATHAN-DADA,5812,Food,PRIVATE_LIMITED,Dilli,Delhi,2025/02/03,,Active,"5,262.60"
MCH7837,Wali Group,,Miscellaneous,Individual,kolkata,West Bengal,2023/06/03,,A,INR 803.03
MCH3890,Tata-Bal,UNKNOWN,chemist,INDIVIDUAL,Poona,Maharashtra,22/02/2026,,Active,Rs. 668
mch7218,Varghese-Arya,07011,Hospitality,Private Limited,LKO,Uttar Pradesh,25-Dec-2025,VAFX9362941506530,A,2725.82
MCH2943,Kh0s1a LLC,5812,Restaurant,Private Limited,Mumbay,Maharashtra,03-29-2024,XXXX8006,Active,2741.64
MCH2083,Patla-Basak,5912,MEDICAL_STORE,individual,Calcutta,West Bengal,08/10/2024 01:26 AM,NA,S,₹556.93
mch3361,Sabharwal-Shah,misc,transprt,Partnership,Jalandhar,Punjab,2024/01/06,KQNB2621280715561,Closed,887.23
MCH 1195,Cherian-Rana,4131,Transport,SOLE_PROPRIETOR,Jalandhar,Punjab,2025/09/09,NA,A,364.17
mch6131,"Dhar, Dada and Bakshi",NA,CLOTHS,Partnership,Bangalore,Karnataka,2024-03-10 19:58:24,4600930161,ACTIVE,"Rs. 1,921"
MCH 9996,Kala-Nadkarni,5699,Apparel,PRIVATE-LIMITED,Dilli,Delhi,03/01/2023,XXXX7769,Active,628.11
MCH1164,Goda PLC,4131,Transport,partnership,Ludhiana,Punjab,27/10/2025,,Enabled,Rs. 953
MCH2384,"ATWAL, SAWHNEY AND MAGAR",05999,Misc Retail,Sole Proprietor,lucknow,Uttar Pradesh,20/01/2023 11:37 PM,NA,A,Rs. 638
MCH5186,"Iyer, Sarma and Issac",5311,Department Store,PRIVATE-LIMITED,jaipur,Rajasthan,27/03/2023 08:46 PM,WHOY9873117052427,INACTIVE,₹830.18
MCH1956,Sodhi PLC,MCC-5912,Pharmacy,INDIVIDUAL,amritsar,Punjab,2025-09-28 15:41:51,TLKU2109519549509,INACTIVE,1459.74
mch8136,Bora Inc,7011,Hotel,sole_proprietor,amritsar,Punjab,27-Oct-2025,XXXX8920,Disabled,Rs. 635
MCH5366,Bali Ltd,5311,Department Store,PRIVATE_LIMITED,lucknow,Uttar Pradesh,2024/02/25,XXXX6307,Disabled,"1,551.58"
MCH2870,"Loyal, Buch and Ghose",5812,Restaurants,Sole Proprietor,Delhi,Delhi,2025-05-27 02:11:43,NA,ACTIVE,"INR 2,213.61"
MCH5443,LOYAL-NARASIMHAN,7011,Hotels,individual,Kolkata,West Bengal,2023-09-12 04:07:04,VCRF1570737200411,Live,1593.65
MCH1929,"Bahri,DaraandSaran",5942,Book Store,Private Limited,JPR,Rajasthan,2025-12-26 09:06:43,XXXX4676,Enabled,-2563.73
MCH7620,"Vaidya, Deshmukh and Cherian",5942,Book Store,Individual,pune,Maharashtra,1729392685,SIIG8824885521026,Hold,1771.87
MCH7851,"Warrior, Hora and Dayal",4814,phone service,INDIVIDUAL,Jalandar,Punjab,07/02/2024,6337984791,Enabled,
MCH8407,Dey Group,4131,Transport,INDIVIDUAL,Lucknow,Uttar Pradesh,2024/07/10,,Live,2726.27
MCH4104,Sawhney-Suri,4814,TELECOM,INDIVIDUAL,Hyd,Telangana,15/12/2023,8776394591,I,Rs. 295
MCH3907,"Andra, Chakrabarti and Khalsa",5311,Department Store,SOLE_PROPRIETOR,mumbai,Maharashtra,,OAMS4252276899430,A,"₹1,320.29"
MCH5549,Bahri Ltd,5812,FOOD_SERVICES,PARTNERSHIP,Madras,Tamil Nadu,2023/10/06,XXXX0036,ACTIVE,1045.04
MCH5092,Dubey-Gade,4814,Telecom,PARTNERSHIP,kolkata,West Bengal,2023/07/01,NA,A,₹730.73
MCH9492,Sahni-Ravel,5311.0,DEPT_STORE,Individual,Lucknow,Uttar Pradesh,2024/03/01,1939900223,Live,3080.63
MCH4630,MODI AND SONS,5699.0,garments,sole_proprietor,jalandhar,Punjab,2023/03/01,NA,ACTIVE,333.91
4481,Nagi Inc,5699,CLOTHS,PARTNERSHIP,Poona,Maharashtra,28/11/2023 12:44 PM,NA,Live,"INR 2,759.79"
MCH6783,"Deep, Pall and Suri",5912,Medical,INDIVIDUAL,LKO,Uttar Pradesh,28/11/2025 01:45 PM,NA,Live,"Rs. 1,131"
MCH7896,Samra LLC,7011,Hospitality,Private Limited,Calcutta,West Bengal,10-16-2023,SGTY6881761008390,Hold,2276.65
MCH8600,"KALITA, BAINS AND GANDHI",05812,Restaurants,SOLE-PROPRIETOR,DELHI,Delhi,06-Jul-2024,RRYJ6587686551997,ACTIVE,Rs. 855
mch9207,"JANI, MITTAL AND NARASIMHAN",5411,Grocery,Partnership,Bengaluru,Karnataka,15/01/2025 11:22 AM,XJLY4559421802745,I,1049.45
MCH 8725,Gala Group,7011,Hotels,PRIVATE-LIMITED,JPR,Rajasthan,14/08/2024 10:49 PM,PIMP1040686768002,ACTIVE,"Rs. 7,512"
MCH2623,"Oak, Nadig and Doshi",5411,kirana,sole_proprietor,jalandhar,Punjab,2025-03-18 11:32:41,SGLM9352062021997,ACTIVE,"1,380.47"
3280,"Vohra, Bora and Vasa",5411.0,GROCERY_STORE,PRIVATE_LIMITED,pune,Maharashtra,16/10/2023 04:01 PM,,Suspended,412.76
MCH6216,Agarwal Group,5812,FOOD_SERVICES,PRIVATE-LIMITED,Amritsar,Punjab,28/03/2024,XXXX1409,A,"Rs. 1,210"
MCH4809,  Viswanathan PLC  ,7011,HOTEL_LODGING,INDIVIDUAL,kolkata,West Bengal,1689172340,,Enabled,"INR 1,713.60"
MCH3327,Balay Ltd,5912,Medical,PARTNERSHIP,ASR,Punjab,10/06/2024,4132109142,Enabled,799.92
MCH-1984,"Lala, Wagle and Bal",5699,Fashion,PARTNERSHIP,Madras,Tamil Nadu,08/01/2025,NA,Active,"INR 5,244.88"
MCH 5944,Jayaraman-Bhattacharyya,4131,Bus/Taxi,PRIVATE-LIMITED,Hyd,Telangana,09-04-2023,BTLX3994335719192,ACTIVE,545.70
MCH3824,Chand-Sarna,5812,FOOD_SERVICES,sole_proprietor,Calcutta,West Bengal,2025/08/24,,Active,733.85
MCH8598,Chanda-Parekh,,Books,PARTNERSHIP,ludhiana,Punjab,,5300981765,A,1205.19
MCH2846,"SHA, RAMANATHAN AND KOTA",5411,Grocery,Individual,jaipur,Rajasthan,09-30-2025,2763596998,INACTIVE,"₹2,995.95"
MCH2576,"Shan,SemandPau",05311,Department Stores,PARTNERSHIP,HYDERABAD,Telangana,03-Dec-2023,3390811191,Active,472.21
MCH3841,"SANDHU, KHOSLA AND GUHA",5999,Miscellaneous,Partnership,Bangalore,Karnataka,16/09/2024,7616513593,Closed,2207.18
MCH3085,mander-mital,7011,Hotel,PRIVATE-LIMITED,chennai,Tamil Nadu,2024-08-20 01:44:53,,Active,"INR 3,842.00"
MCH1952,Madan Inc,MCC-5942,Books,Partnership,Chennai,Tamil Nadu,2024/06/28,7688662215,I,1643.17
MCH4574,Cherian and Sons,5311,Department Store,INDIVIDUAL,Lucknow,Uttar Pradesh,2024/08/31,XXXX0148,ACTIVE,₹789.16
MCH5841,Nori Group,5912,Medical,sole_proprietor,mumbai,Maharashtra,11/01/2023 06:18 AM,,Enabled,466.44
MCH 4530,"BHANDARI, RAMAKRISHNAN AND SRINIVASAN",5812,FOOD_SERVICES,PARTNERSHIP,Pune,Maharashtra,12-10-2023,8219848716,Active,669.95
MCH-5204,Sibal-Kanda,,BOOKS_STATIONERY,Private Limited,Ludhiana,Punjab,20-Jun-2025,3994262713,Live,-692.13
MCH5401,"Sama, Ar0ra and Mem0n",,BOOKS_STATIONERY,private_limited,kolkata,West Bengal,23/07/2023,,ACTIVE,-571.93
MCH1213,Ray LLC,5912,pharmacies,PARTNERSHIP,pune,Maharashtra,1704652432,1805958295,Active,"Rs. 1,556"
