ring_id,ring_type,cycle_accounts,entity_count,composite_score,cluster_volume,description
RING-SYNTH-1128,SYNTHETIC_IDENTITY_MULE_RING,USR30314 -> USR30314,2,0.7,3940.26,"Duplicate PAN document shared across 2 customer profiles: Irya Palan, Irya Palan"
RING-SYNTH-1127,SYNTHETIC_IDENTITY_MULE_RING,USR43466 -> USR43466,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Abhimanyu Kar, Abhimanyu Kar"
RING-SYNTH-1126,SYNTHETIC_IDENTITY_MULE_RING,USR92608 -> USR92608,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Krish Sodhi, Krish Sodhi"
RING-SYNTH-1125,SYNTHETIC_IDENTITY_MULE_RING,USR95700 -> USR95700,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Deepa Bhalla, Deepa Bhalla"
RING-SYNTH-1124,SYNTHETIC_IDENTITY_MULE_RING,USR17662 -> USR17662,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Falak Mukhopadhyay, Falak Mukhopadhyay"
RING-SYNTH-1123,SYNTHETIC_IDENTITY_MULE_RING,USR22988 -> USR22988,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chavvi Mall, Chavvi Mall"
RING-SYNTH-1122,SYNTHETIC_IDENTITY_MULE_RING,USR26596 -> USR26596,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Faqid Datta, Faqid Datta"
RING-SYNTH-1121,SYNTHETIC_IDENTITY_MULE_RING,USR96403 -> USR96403,2,0.7,4198.8,"Duplicate PAN document shared across 2 customer profiles: Faras Yogi, Faras Yogi"
RING-SYNTH-1142,SYNTHETIC_IDENTITY_MULE_RING,USR84362 -> USR84362,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aayush Rattan, Aayush Rattan"
RING-SYNTH-1143,SYNTHETIC_IDENTITY_MULE_RING,USR41433 -> USR41433,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Qarin Toor, Qarin Toor"
RING-SYNTH-1144,SYNTHETIC_IDENTITY_MULE_RING,USR30355 -> USR30355,2,0.7,-1222.66,"Duplicate PAN document shared across 2 customer profiles: Aadhya Dugar, Aadhya Dugar"
RING-SYNTH-1156,SYNTHETIC_IDENTITY_MULE_RING,USR61306 -> USR61306,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jalsa Mammen, Jalsa Mammen"
RING-SYNTH-1165,SYNTHETIC_IDENTITY_MULE_RING,USR85992 -> USR85992,2,0.7,22043.0,"Duplicate PAN document shared across 2 customer profiles: Upasna Krishnamurthy, Upasna Krishnamurthy"
RING-SYNTH-1164,SYNTHETIC_IDENTITY_MULE_RING,USR70981 -> USR70981,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Devshere, Devshere"
RING-SYNTH-1163,SYNTHETIC_IDENTITY_MULE_RING,USR21968 -> USR21968,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gautam Dixit, Gautam Dixit"
RING-SYNTH-1162,SYNTHETIC_IDENTITY_MULE_RING,USR77462 -> USR77462,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ijaya Panchal, Ijaya Panchal"
RING-SYNTH-1161,SYNTHETIC_IDENTITY_MULE_RING,USR95497 -> USR95497,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aarna Rao, Aarna Rao"
RING-SYNTH-1160,SYNTHETIC_IDENTITY_MULE_RING,USR95134 -> USR95134,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Madhav Chandra, Madhav Chandra"
RING-SYNTH-1159,SYNTHETIC_IDENTITY_MULE_RING,USR18276 -> USR18276,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Baljiwan Gulati, Baljiwan Gulati"
RING-SYNTH-1158,SYNTHETIC_IDENTITY_MULE_RING,USR38723 -> USR38723,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kevin Zachariah, Kevin Zachariah"
RING-SYNTH-1157,SYNTHETIC_IDENTITY_MULE_RING,USR72400 -> USR72400,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jagdish Murthy, Jagdish Murthy"
RING-SYNTH-1155,SYNTHETIC_IDENTITY_MULE_RING,USR69385 -> USR69385,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ikshita Wason, Ikshita Wason"
RING-SYNTH-1145,SYNTHETIC_IDENTITY_MULE_RING,USR10157 -> USR10157,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jonathan Sood, Jonathan Sood"
RING-SYNTH-1154,SYNTHETIC_IDENTITY_MULE_RING,USR18598 -> USR18598,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Baghyawati Bala, Baghyawati Bala"
RING-SYNTH-1153,SYNTHETIC_IDENTITY_MULE_RING,USR29104 -> USR29104,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Vivaan Tank, Vivaan Tank"
RING-SYNTH-1152,SYNTHETIC_IDENTITY_MULE_RING,USR95623 -> USR95623,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Krishna Mahajan, Krishna Mahajan"
RING-SYNTH-1151,SYNTHETIC_IDENTITY_MULE_RING,USR56231 -> USR56231,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Arjun Viswanathan, Arjun Viswanathan"
RING-SYNTH-1150,SYNTHETIC_IDENTITY_MULE_RING,USR85646 -> USR85646,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Zarna Ramanathan, Zarna Ramanathan"
RING-SYNTH-1149,SYNTHETIC_IDENTITY_MULE_RING,USR50077 -> USR50077,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Fiyaz Sunder, Fiyaz Sunder"
RING-SYNTH-1148,SYNTHETIC_IDENTITY_MULE_RING,USR12065 -> USR12065,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Vyanjana Date, Vyanjana Date"
RING-SYNTH-1147,SYNTHETIC_IDENTITY_MULE_RING,USR58608 -> USR58608,2,0.7,17351.77,"Duplicate PAN document shared across 2 customer profiles: Brijesh Balakrishnan, Brijesh Balakrishnan"
RING-SYNTH-1146,SYNTHETIC_IDENTITY_MULE_RING,USR79469 -> USR79469,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anika Dugar, Anika Dugar"
RING-SYNTH-1120,SYNTHETIC_IDENTITY_MULE_RING,USR51369 -> USR51369,2,0.7,5127.99,"Duplicate PAN document shared across 2 customer profiles: Harrison Bose, Harrison Bose"
RING-SYNTH-1118,SYNTHETIC_IDENTITY_MULE_RING,USR70489 -> USR70489,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Idika Bhatnagar, Idika Bhatnagar"
RING-SYNTH-1071,SYNTHETIC_IDENTITY_MULE_RING,USR60445 -> USR60445,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yashoda Sethi, Yashoda Sethi"
RING-SYNTH-1117,SYNTHETIC_IDENTITY_MULE_RING,USR71802 -> USR71802,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nathan Ray, Nathan Ray"
RING-SYNTH-1092,SYNTHETIC_IDENTITY_MULE_RING,USR62518 -> USR62518,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Manya Patla, Manya Patla"
RING-SYNTH-1091,SYNTHETIC_IDENTITY_MULE_RING,USR54326 -> USR54326,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anusha Pal, Anusha Pal"
RING-SYNTH-1090,SYNTHETIC_IDENTITY_MULE_RING,USR21577 -> USR21577,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Barkha Gara, Barkha Gara"
RING-SYNTH-1089,SYNTHETIC_IDENTITY_MULE_RING,USR52422 -> USR52422,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chameli Srivastava, Chameli Srivastava"
RING-SYNTH-1088,SYNTHETIC_IDENTITY_MULE_RING,USR77935 -> USR77935,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ojasvi Mohan, Ojasvi Mohan"
RING-SYNTH-1087,SYNTHETIC_IDENTITY_MULE_RING,USR69883 -> USR69883,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jatin Balasubramanian, Jatin Balasubramanian"
RING-SYNTH-1086,SYNTHETIC_IDENTITY_MULE_RING,USR33206 -> USR33206,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Warinder Chaudhuri, Warinder Chaudhuri"
RING-SYNTH-1085,SYNTHETIC_IDENTITY_MULE_RING,USR95232 -> USR95232,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ansh Narain, Ansh Narain"
RING-SYNTH-1084,SYNTHETIC_IDENTITY_MULE_RING,USR22883 -> USR22883,2,0.7,23683.59,"Duplicate PAN document shared across 2 customer profiles: Nirja Bhandari, Nirja Bhandari"
RING-SYNTH-0978,SYNTHETIC_IDENTITY_MULE_RING,USR79176 -> USR79176,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Mayavohra, Mayavohra"
RING-SYNTH-1082,SYNTHETIC_IDENTITY_MULE_RING,USR58884 -> USR58884,2,0.7,8873.11,"Duplicate PAN document shared across 2 customer profiles: Aarnav Shankar, Aarnav Shankar"
RING-SYNTH-1081,SYNTHETIC_IDENTITY_MULE_RING,USR80893 -> USR80893,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yashasvi Dutt, Yashasvi Dutt"
RING-SYNTH-1080,SYNTHETIC_IDENTITY_MULE_RING,USR48202 -> USR48202,2,0.7,16700.02,"Duplicate PAN document shared across 2 customer profiles: Laksh Bajaj, Laksh Bajaj"
RING-SYNTH-1079,SYNTHETIC_IDENTITY_MULE_RING,USR58391 -> USR58391,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Mahika Batra, Mahika Batra"
RING-SYNTH-1078,SYNTHETIC_IDENTITY_MULE_RING,USR18977 -> USR18977,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Nihal Rama, Nihal Rama"
RING-SYNTH-1077,SYNTHETIC_IDENTITY_MULE_RING,USR27294 -> USR27294,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Mitali Srinivas, Mitali Srinivas"
RING-SYNTH-1076,SYNTHETIC_IDENTITY_MULE_RING,USR10098 -> USR10098,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Xiti Ben, Xiti Ben"
RING-SYNTH-1075,SYNTHETIC_IDENTITY_MULE_RING,USR89875 -> USR89875,2,0.7,22657.58,"Duplicate PAN document shared across 2 customer profiles: Gagan Bava, Gagan Bava"
RING-SYNTH-1074,SYNTHETIC_IDENTITY_MULE_RING,USR21789 -> USR21789,2,0.7,6490.78,"Duplicate PAN document shared across 2 customer profiles: Krishna Dey, Krishna Dey"
RING-SYNTH-1073,SYNTHETIC_IDENTITY_MULE_RING,USR46288 -> USR46288,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Unnati Om, Unnati Om"
RING-SYNTH-1072,SYNTHETIC_IDENTITY_MULE_RING,USR96968 -> USR96968,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Zayan Gaba, Zayan Gaba"
RING-SYNTH-1093,SYNTHETIC_IDENTITY_MULE_RING,USR12997 -> USR12997,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Samaksh Mital, Samaksh Mital"
RING-SYNTH-1094,SYNTHETIC_IDENTITY_MULE_RING,USR55706 -> USR55706,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ranveer Gade, Ranveer Gade"
RING-SYNTH-1095,SYNTHETIC_IDENTITY_MULE_RING,USR37058 -> USR37058,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jason Majumdar, Jason Majumdar"
RING-SYNTH-1107,SYNTHETIC_IDENTITY_MULE_RING,USR62336 -> USR62336,2,0.7,14411.79,"Duplicate PAN document shared across 2 customer profiles: Keya Tella, Keya Tella"
RING-SYNTH-1116,SYNTHETIC_IDENTITY_MULE_RING,USR96373 -> USR96373,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Balendra Talwar, Balendra Talwar"
RING-SYNTH-1115,SYNTHETIC_IDENTITY_MULE_RING,USR29892 -> USR29892,2,0.7,17955.9,"Duplicate PAN document shared across 2 customer profiles: Warinder Bera, Warinder Bera"
RING-SYNTH-1114,SYNTHETIC_IDENTITY_MULE_RING,USR60649 -> USR60649,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Orinder Shenoy, Orinder Shenoy"
RING-SYNTH-1113,SYNTHETIC_IDENTITY_MULE_RING,USR56874 -> USR56874,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Amara Shankar, Amara Shankar"
RING-SYNTH-1112,SYNTHETIC_IDENTITY_MULE_RING,USR19650 -> USR19650,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Zaitra Nadkarni, Zaitra Nadkarni"
RING-SYNTH-1111,SYNTHETIC_IDENTITY_MULE_RING,USR76923 -> USR76923,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Samarth Mander, Samarth Mander"
RING-SYNTH-1110,SYNTHETIC_IDENTITY_MULE_RING,USR47692 -> USR47692,2,0.7,9037.63,"Duplicate PAN document shared across 2 customer profiles: Harshil De, Harshil De"
RING-SYNTH-1109,SYNTHETIC_IDENTITY_MULE_RING,USR81572 -> USR81572,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Logan Wable, Logan Wable"
RING-SYNTH-1108,SYNTHETIC_IDENTITY_MULE_RING,USR76495 -> USR76495,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Farhan Pingle, Farhan Pingle"
RING-SYNTH-1106,SYNTHETIC_IDENTITY_MULE_RING,USR27462 -> USR27462,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aryan Hora, Aryan Hora"
RING-SYNTH-1096,SYNTHETIC_IDENTITY_MULE_RING,USR88666 -> USR88666,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Wahab Shanker, Wahab Shanker"
RING-SYNTH-1105,SYNTHETIC_IDENTITY_MULE_RING,USR56142 -> USR56142,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anika Munshi, Anika Munshi"
RING-SYNTH-1104,SYNTHETIC_IDENTITY_MULE_RING,USR16292 -> USR16292,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Praneel D'Alia, Praneel D'Alia"
RING-SYNTH-1103,SYNTHETIC_IDENTITY_MULE_RING,USR75399 -> USR75399,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Prisha Aurora, Prisha Aurora"
RING-SYNTH-1102,SYNTHETIC_IDENTITY_MULE_RING,USR66926 -> USR66926,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Faqid Bhakta, Faqid Bhakta"
RING-SYNTH-1101,SYNTHETIC_IDENTITY_MULE_RING,USR36967 -> USR36967,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Falak Prakash, Falak Prakash"
RING-SYNTH-1100,SYNTHETIC_IDENTITY_MULE_RING,USR64538 -> USR64538,2,0.7,17121.22,"Duplicate PAN document shared across 2 customer profiles: Krisha Deo, Krisha Deo"
RING-SYNTH-1099,SYNTHETIC_IDENTITY_MULE_RING,USR96751 -> USR96751,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kamala Dayal, Kamala Dayal"
RING-SYNTH-1098,SYNTHETIC_IDENTITY_MULE_RING,USR18636 -> USR18636,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chaitaly Bava, Chaitaly Bava"
RING-SYNTH-1097,SYNTHETIC_IDENTITY_MULE_RING,USR12690 -> USR12690,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Rachana Tank, Rachana Tank"
RING-SYNTH-0979,SYNTHETIC_IDENTITY_MULE_RING,USR40091 -> USR40091,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yutika Varughese, Yutika Varughese"
RING-SYNTH-0962,SYNTHETIC_IDENTITY_MULE_RING,USR65298 -> USR65298,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chaman Purohit, Chaman Purohit"
RING-SYNTH-0977,SYNTHETIC_IDENTITY_MULE_RING,USR36538 -> USR36538,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chandreshwable, Chandreshwable"
RING-SYNTH-0848,SYNTHETIC_IDENTITY_MULE_RING,USR98781 -> USR98781,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jackson Ramesh, Jackson Ramesh"
RING-SYNTH-0857,SYNTHETIC_IDENTITY_MULE_RING,USR35009 -> USR35009,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Vinaya Borra, Vinaya Borra"
RING-SYNTH-0856,SYNTHETIC_IDENTITY_MULE_RING,USR18287 -> USR18287,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Prisha Bhakta, Prisha Bhakta"
RING-SYNTH-0855,SYNTHETIC_IDENTITY_MULE_RING,USR46072 -> USR46072,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Jhalak Dutta, Jhalak Dutta"
RING-SYNTH-0854,SYNTHETIC_IDENTITY_MULE_RING,USR51998 -> USR51998,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Azaan Kothari, Azaan Kothari"
RING-SYNTH-0853,SYNTHETIC_IDENTITY_MULE_RING,USR30359 -> USR30359,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Vidhi Chaudhuri, Vidhi Chaudhuri"
RING-SYNTH-0852,SYNTHETIC_IDENTITY_MULE_RING,USR55566 -> USR55566,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gautami Sha, Gautami Sha"
RING-SYNTH-0851,SYNTHETIC_IDENTITY_MULE_RING,USR39193 -> USR39193,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yagnesh Chaudhari, Yagnesh Chaudhari"
RING-SYNTH-0850,SYNTHETIC_IDENTITY_MULE_RING,USR18645 -> USR18645,2,0.7,22589.44,"Duplicate PAN document shared across 2 customer profiles: Jason Lad, Jason Lad"
RING-SYNTH-0849,SYNTHETIC_IDENTITY_MULE_RING,USR73614 -> USR73614,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Arya Chatterjee, Arya Chatterjee"
RING-SYNTH-0847,SYNTHETIC_IDENTITY_MULE_RING,USR13193 -> USR13193,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Alka Jain, Alka Jain"
RING-SYNTH-0859,SYNTHETIC_IDENTITY_MULE_RING,USR28308 -> USR28308,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Anthony Om, Anthony Om"
RING-SYNTH-0846,SYNTHETIC_IDENTITY_MULE_RING,USR77711 -> USR77711,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Warinder Solanki, Warinder Solanki"
RING-SYNTH-0845,SYNTHETIC_IDENTITY_MULE_RING,USR91787 -> USR91787,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Aditya Nori, Aditya Nori"
RING-SYNTH-0844,SYNTHETIC_IDENTITY_MULE_RING,USR86082 -> USR86082,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yadavi Dhar, Yadavi Dhar"
RING-SYNTH-0843,SYNTHETIC_IDENTITY_MULE_RING,USR14442 -> USR14442,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Mahika Dada, Mahika Dada"
RING-SYNTH-0842,SYNTHETIC_IDENTITY_MULE_RING,USR29409 -> USR29409,2,0.7,7915.18,"Duplicate PAN document shared across 2 customer profiles: Omya Shetty, Omya Shetty"
RING-SYNTH-0841,SYNTHETIC_IDENTITY_MULE_RING,USR67456 -> USR67456,2,0.7,13598.62,"Duplicate PAN document shared across 2 customer profiles: Alka Lanka, Alka Lanka"
RING-SYNTH-0840,SYNTHETIC_IDENTITY_MULE_RING,USR74432 -> USR74432,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chakrika Munshi, Chakrika Munshi"
RING-SYNTH-0839,SYNTHETIC_IDENTITY_MULE_RING,USR78994 -> USR78994,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Harish Shanker, Harish Shanker"
RING-SYNTH-0838,SYNTHETIC_IDENTITY_MULE_RING,USR52815 -> USR52815,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gagan Morar, Gagan Morar"
RING-SYNTH-0858,SYNTHETIC_IDENTITY_MULE_RING,USR14886 -> USR14886,2,0.7,8431.21,"Duplicate PAN document shared across 2 customer profiles: Sai Shan, Sai Shan"
RING-SYNTH-0860,SYNTHETIC_IDENTITY_MULE_RING,USR50137 -> USR50137,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Chakradev Gulati, Chakradev Gulati"
RING-SYNTH-0976,SYNTHETIC_IDENTITY_MULE_RING,USR50678 -> USR50678,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Kai Thakkar, Kai Thakkar"
RING-SYNTH-0872,SYNTHETIC_IDENTITY_MULE_RING,USR44699 -> USR44699,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Orinder Merchant, Orinder Merchant"
RING-SYNTH-0881,SYNTHETIC_IDENTITY_MULE_RING,USR90117 -> USR90117,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Theodore Prabhakar, Theodore Prabhakar"
RING-SYNTH-0880,SYNTHETIC_IDENTITY_MULE_RING,USR62331 -> USR62331,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ijaya Acharya, Ijaya Acharya"
RING-SYNTH-0879,SYNTHETIC_IDENTITY_MULE_RING,USR71653 -> USR71653,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Upadhriti Chaudhuri, Upadhriti Chaudhuri"
RING-SYNTH-0878,SYNTHETIC_IDENTITY_MULE_RING,USR39116 -> USR39116,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Gauri Mukherjee, Gauri Mukherjee"
RING-SYNTH-0877,SYNTHETIC_IDENTITY_MULE_RING,USR19765 -> USR19765,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yochana Reddy, Yochana Reddy"
RING-SYNTH-0876,SYNTHETIC_IDENTITY_MULE_RING,USR73925 -> USR73925,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yashica Mangat, Yashica Mangat"
RING-SYNTH-0875,SYNTHETIC_IDENTITY_MULE_RING,USR73618 -> USR73618,2,0.7,12362.91,"Duplicate PAN document shared across 2 customer profiles: Vansha Hans, Vansha Hans"
RING-SYNTH-0874,SYNTHETIC_IDENTITY_MULE_RING,USR94665 -> USR94665,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Avi Vasa, Avi Vasa"
RING-SYNTH-0873,SYNTHETIC_IDENTITY_MULE_RING,USR12022 -> USR12022,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yashodhara Shan, Yashodhara Shan"
RING-SYNTH-0871,SYNTHETIC_IDENTITY_MULE_RING,USR45967 -> USR45967,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Hredhaan Zachariah, Hredhaan Zachariah"
RING-SYNTH-0861,SYNTHETIC_IDENTITY_MULE_RING,USR83431 -> USR83431,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Pushti Anand, Pushti Anand"
RING-SYNTH-0870,SYNTHETIC_IDENTITY_MULE_RING,USR79817 -> USR79817,2,0.7,2688.23,"Duplicate PAN document shared across 2 customer profiles: Adweta Om, Adweta Om"
RING-SYNTH-0869,SYNTHETIC_IDENTITY_MULE_RING,USR62842 -> USR62842,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Yahvi Bhattacharyya, Yahvi Bhattacharyya"
RING-SYNTH-0868,SYNTHETIC_IDENTITY_MULE_RING,USR50969 -> USR50969,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Harinakshi Parsa, Harinakshi Parsa"
RING-SYNTH-0867,SYNTHETIC_IDENTITY_MULE_RING,USR23470 -> USR23470,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Frado Gade, Frado Gade"
RING-SYNTH-0866,SYNTHETIC_IDENTITY_MULE_RING,USR32519 -> USR32519,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Tristan Sane, Tristan Sane"
RING-SYNTH-0865,SYNTHETIC_IDENTITY_MULE_RING,USR21203 -> USR21203,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Niharika Madan, Niharika Madan"
RING-SYNTH-0864,SYNTHETIC_IDENTITY_MULE_RING,USR65158 -> USR65158,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Ladli Kata, Ladli Kata"
RING-SYNTH-0863,SYNTHETIC_IDENTITY_MULE_RING,USR58565 -> USR58565,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Advay Naidu, Advay Naidu"
RING-SYNTH-0862,SYNTHETIC_IDENTITY_MULE_RING,USR52463 -> USR52463,2,0.7,0.0,"Duplicate PAN document shared across 2 customer profiles: Dayamai Nigam, Dayamai Nigam"
RING-SYNTH-0837,SYNTHETIC_IDENTITY_MULE_RING,USR57358 -> USR57358,2,0.7,15768.41,"Duplicate PAN document shared across 2 customer profiles: Abeer Bawa, Abeer Bawa"
